DATEEND,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,ARREST,LARCENYCODE,OBJECTID
2022/08/24 00:00:00+00,0532,0532,400 COLUMBUS AV,BURGLARY,,,127969
2022/08/24 00:00:00+00,0819,0819,500 BUTTERNUT ST,LARCENY,Yes,Shoplifting,127970
2022/08/24 00:00:00+00,0630,0630,500 CARBON ST,LARCENY,,From Motor Vehicle,127971
2022/08/24 00:00:00+00,0000,0000,600 ROBINSON ST,LARCENY,,All Other,127972
2022/08/24 00:00:00+00,0230,0930,800 SUMNER AV,BURGLARY,,Motor Vehicle,127973
2022/08/23 00:00:00+00,0524,0524,100 LAFAYETTE RD,LARCENY,,All Other,127974
2022/08/23 00:00:00+00,1941,1941,1800 W  FAYETTE ST,LARCENY,Yes,Shoplifting,127975
2022/08/23 00:00:00+00,1323,1323,200 FITCH ST,AGGRAVATED ASSAULT,,,127976
2022/08/23 00:00:00+00,1230,1230,200 FURMAN ST,LARCENY,,From Building,127977
2022/08/23 00:00:00+00,0311,0311,300 COMSTOCK AV,BURGLARY,,From Building,127978
2022/08/23 00:00:00+00,1130,1200,300 MOUNT OLYMPUS DR,LARCENY,,From Building,127979
2022/08/23 00:00:00+00,1349,1351,300 S  SALINA ST,LARCENY,Yes,Shoplifting,127980
2022/08/23 00:00:00+00,0730,1230,400 E  DIVISION ST,LARCENY,,From Motor Vehicle,127981
2022/08/23 00:00:00+00,1743,1743,400 EUCLID,LARCENY,,All Other,127982
2022/08/23 00:00:00+00,0800,0800,400 N  FRANKLIN ST,BURGLARY,,All Other,127983
2022/08/23 00:00:00+00,1500,1500,4000 S  SALINA ST,LARCENY,,All Other,127984
2022/08/23 00:00:00+00,0000,0600,500 BUCKINGHAM AV,LARCENY,,From Motor Vehicle,127985
2022/08/23 00:00:00+00,1804,1804,700 FIRST NORTH ST,LARCENY,Yes,Shoplifting,127986
2022/08/23 00:00:00+00,2248,2248,900 PARK ST,AGGRAVATED ASSAULT,,,127987
2022/08/22 00:00:00+00,2026,2026,100 LAKEVIEW,AGGRAVATED ASSAULT,,Pocket Picking,127988
2022/08/22 00:00:00+00,0000,1400,1200 N  STATE ST,MV THEFT,,Motor Vehicle,127989
2022/08/22 00:00:00+00,1000,1000,1400 FIRST NORTH ST,BURGLARY,,From Building,127990
2022/08/22 00:00:00+00,2230,1000,200 COMSTOCK AV,LARCENY,,From Motor Vehicle,127991
2022/08/22 00:00:00+00,0000,1046,200 W  LAFAYETTE AV,LARCENY,,From Building,127992
2022/08/22 00:00:00+00,2218,2218,300 S  FRANKLIN ST,LARCENY,,From Building,127993
2022/08/22 00:00:00+00,1815,1815,3100 JAMES ST,LARCENY,,Shoplifting,127994
2022/08/22 00:00:00+00,0800,0800,500 GIFFORD ST,BURGLARY,,From Building,127995
2022/08/22 00:00:00+00,0800,1500,500 PLUM ST,LARCENY,,From Motor Vehicle,127996
2022/08/22 00:00:00+00,0341,0341,600 BURNET AV,BURGLARY,,From Building,127997
2022/08/22 00:00:00+00,1210,1217,600 S  SALINA ST,AGGRAVATED ASSAULT,,All Other,127998
2022/08/22 00:00:00+00,0720,1200,800 N  TOWNSEND ST,BURGLARY,,From Building,127999
2022/08/21 00:00:00+00,0913,0913,0 MAXWELL CT,LARCENY,,,128000
2022/08/21 00:00:00+00,2030,1126,100 CLAIRE RD,BURGLARY,,All Other,128001
2022/08/21 00:00:00+00,1830,1830,100 DAVIS ST,MV THEFT,,Motor Vehicle,128002
2022/08/21 00:00:00+00,1300,1336,100 LIGHT CT,ROBBERY,Yes,All Other,128003
2022/08/21 00:00:00+00,2343,2343,100 WOODRUFF AV,AGGRAVATED ASSAULT,Yes,,128004
2022/08/21 00:00:00+00,2106,0905,1000 E  FAYETTE ST,BURGLARY,,From Building,128005
2022/08/21 00:00:00+00,1135,0848,1100 BUTTERNUT ST,LARCENY,,,128006
2022/08/21 00:00:00+00,1200,0841,1100 BUTTERNUT ST,LARCENY,,,128007
2022/08/21 00:00:00+00,2359,0834,1100 BUTTERNUT ST,LARCENY,,,128008
2022/08/21 00:00:00+00,1800,0943,1100 N  TOWNSEND ST,LARCENY,,,128009
2022/08/21 00:00:00+00,1400,2200,1100 S  TOWNSEND ST,BURGLARY,,From Building,128010
2022/08/21 00:00:00+00,0828,0828,1400 E  FAYETTE ST,LARCENY,,,128011
2022/08/21 00:00:00+00,0900,0812,1400 S  SALINA ST,LARCENY,,,128012
2022/08/21 00:00:00+00,0000,0000,1800 TEALL,MV THEFT,,Motor Vehicle,128013
2022/08/21 00:00:00+00,2045,1100,1800 TOWNHOUSE DR,BURGLARY,,From Building,128014
2022/08/21 00:00:00+00,0417,0417,200 N STATE ST,MURDER,,,128015
2022/08/21 00:00:00+00,1215,1215,2900 E  GENESEE ST,LARCENY,Yes,All Other,128016
2022/08/21 00:00:00+00,1712,1712,300 CATHERINE ST,AGGRAVATED ASSAULT,,,128017
2022/08/21 00:00:00+00,1927,1927,300 GRIFFITHS ST,ROBBERY,,All Other,128018
2022/08/21 00:00:00+00,1130,0854,300 N  CLINTON ST,LARCENY,,,128019
2022/08/21 00:00:00+00,1500,0936,400 KIRK AV,LARCENY,,,128020
2022/08/21 00:00:00+00,0630,0905,400 LODI ST,LARCENY,,,128021
2022/08/21 00:00:00+00,1253,1253,4000 S  SALINA ST,BURGLARY,,Shoplifting,128022
2022/08/21 00:00:00+00,2000,0919,500 HAWLEY AV,LARCENY,,,128023
2022/08/21 00:00:00+00,0549,0549,600 BUTTERNUT ST,BURGLARY,,All Other,128024
2022/08/21 00:00:00+00,0530,0530,700 CANAL ST,BURGLARY,,From Building,128025
2022/08/21 00:00:00+00,0445,0445,900 MADISON ST,BURGLARY,,From Building,128026
2022/08/20 00:00:00+00,0200,0900,100 DELL ST,BURGLARY,,From Building,128027
2022/08/20 00:00:00+00,0345,0405,100 HENRY ST,BURGLARY,,,128028
2022/08/20 00:00:00+00,2000,2000,100 N  GEDDES ST,LARCENY,,Of Bicycle,128029
2022/08/20 00:00:00+00,1450,1450,1000 W  GENESEE ST,LARCENY,,All Other,128030
2022/08/20 00:00:00+00,0400,0500,200 HOMECROFT RD,LARCENY,,From Motor Vehicle,128031
2022/08/20 00:00:00+00,0130,0145,200 N FRANKLIN ST,MV THEFT,,Motor Vehicle,128032
2022/08/20 00:00:00+00,2124,2124,200 WESTMORELAND,ROBBERY,,All Other,128033
2022/08/20 00:00:00+00,1710,1710,400 FITCH ST,LARCENY,,Motor Vehicle,128034
2022/08/20 00:00:00+00,0000,0550,4800 S  SALINA ST,MV THEFT,,Motor Vehicle,128035
2022/08/20 00:00:00+00,1600,0800,500 BURT ST,LARCENY,,From Motor Vehicle,128036
2022/08/20 00:00:00+00,1930,1100,500 COLUMBUS AV,BURGLARY,,From Building,128037
2022/08/20 00:00:00+00,0520,0520,600 MOUNTAINVIEW AV,BURGLARY,,From Building,128038
2022/08/20 00:00:00+00,1445,1445,700 PARK ST,BURGLARY,,From Building,128039
2022/08/20 00:00:00+00,1440,1440,700 W  COLVIN ST,LARCENY,,From Mailbox,128040
2022/08/20 00:00:00+00,0415,0444,800 LANCASTER AV,BURGLARY,,All Other,128041
2022/08/20 00:00:00+00,0055,0100,900 IRVING AV,LARCENY,,From Building,128042
2022/08/19 00:00:00+00,1321,1321,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,128043
2022/08/19 00:00:00+00,1100,1100,100 GAGE CT,BURGLARY,,From Building,128044
2022/08/19 00:00:00+00,2200,1000,200 DAVIS ST,LARCENY,,All Other,128045
2022/08/19 00:00:00+00,0021,0021,200 GRAPE TER,AGGRAVATED ASSAULT,,,128046
2022/08/19 00:00:00+00,1700,1600,200 WAVERLY AV,LARCENY,,Of Bicycle,128047
2022/08/19 00:00:00+00,2315,2315,2600 MIDLAND,AGGRAVATED ASSAULT,,,128048
2022/08/19 00:00:00+00,1315,1335,300 FOBES AV,AGGRAVATED ASSAULT,,,128049
2022/08/19 00:00:00+00,1200,1200,300 MITCHELL AV,LARCENY,,All Other,128050
2022/08/19 00:00:00+00,0320,0340,400 CHURCHILL AV,LARCENY,,From Motor Vehicle,128051
2022/08/19 00:00:00+00,0220,0220,400 E  DIVISION ST,BURGLARY,,,128052
2022/08/19 00:00:00+00,0110,0110,400 N  FRANKLIN ST,MV THEFT,,Motor Vehicle,128053
2022/08/19 00:00:00+00,1600,1600,400 W  COLVIN ST,LARCENY,,From Building,128054
2022/08/19 00:00:00+00,1450,1450,4000 S  SALINA ST,BURGLARY,,,128055
2022/08/19 00:00:00+00,2130,2140,500 E  WILLOW,LARCENY,,Motor Vehicle,128056
2022/08/19 00:00:00+00,0700,0700,500 S  CROUSE AV,LARCENY,,From Building,128057
2022/08/19 00:00:00+00,1743,1743,600 S  SALINA ST,LARCENY,,Shoplifting,128058
2022/08/19 00:00:00+00,0900,0900,600 W  GENESEE ST,LARCENY,,From Motor Vehicle,128059
2022/08/19 00:00:00+00,0401,0401,900 BUTTERNUT ST,ROBBERY,Yes,,128060
2022/08/18 00:00:00+00,1611,1611,100 CROLY ST,AGGRAVATED ASSAULT,Yes,,128061
2022/08/18 00:00:00+00,1857,1857,100 LIGHT CT,AGGRAVATED ASSAULT,Yes,,128062
2022/08/18 00:00:00+00,0440,0530,100 STADIUM PL,MV THEFT,,Motor Vehicle,128063
2022/08/18 00:00:00+00,1143,1143,1100 N  SALINA ST,LARCENY,,Of Bicycle,128064
2022/08/18 00:00:00+00,0153,0153,1900 W  FAYETTE ST,MV THEFT,,All Other,128065
2022/08/18 00:00:00+00,1938,1938,200 CATAWBA ST,AGGRAVATED ASSAULT,,,128066
2022/08/18 00:00:00+00,1220,1220,200 MARTIN LUTHER KING      W,AGGRAVATED ASSAULT,,,128067
2022/08/18 00:00:00+00,1907,1907,200 MOSLEY DR,LARCENY,Yes,,128068
2022/08/18 00:00:00+00,1715,1745,2100 E  FAYETTE ST,BURGLARY,,From Building,128069
2022/08/18 00:00:00+00,1616,1616,3100 JAMES ST,LARCENY,Yes,,128070
2022/08/18 00:00:00+00,0829,0829,4100 S  SALINA ST,LARCENY,,From Building,128071
2022/08/18 00:00:00+00,2130,2130,700 JAMES ST,LARCENY,,All Other,128072
2022/08/17 00:00:00+00,1400,1300,100 SUNSET AVE,BURGLARY,,,128073
2022/08/17 00:00:00+00,0700,1600,1000 E  ADAMS ST,LARCENY,,Of MV Parts/Accessories,128074
2022/08/17 00:00:00+00,1136,1136,1000 W  ONONDAGA ST,AGGRAVATED ASSAULT,,,128075
2022/08/17 00:00:00+00,0900,0400,200 GENESEE PARK DR,LARCENY,,From Motor Vehicle,128076
2022/08/17 00:00:00+00,0000,1930,200 MAPLEHURST AV,LARCENY,,All Other,128077
2022/08/17 00:00:00+00,0243,0243,200 MOUNTAINVIEW AV,BURGLARY,Yes,,128078
2022/08/17 00:00:00+00,0900,0900,200 PEAT ST,LARCENY,,All Other,128079
2022/08/17 00:00:00+00,0900,0900,200 PEAT ST,LARCENY,,All Other,128080
2022/08/17 00:00:00+00,2203,0655,200 PINE ST,BURGLARY,,,128081
2022/08/17 00:00:00+00,2119,2119,200 TAFT AV,AGGRAVATED ASSAULT,,,128082
2022/08/17 00:00:00+00,1820,1820,2700 JAMES ST,AGGRAVATED ASSAULT,,,128083
2022/08/17 00:00:00+00,2354,2354,300 W  NEWELL ST,MV THEFT,,Motor Vehicle,128084
2022/08/17 00:00:00+00,0514,0800,400 JAMES ST,LARCENY,,All Other,128085
2022/08/17 00:00:00+00,2238,2238,500 S  CLINTON ST,AGGRAVATED ASSAULT,Yes,,128086
2022/08/17 00:00:00+00,0340,0340,700 EUCLID AV,BURGLARY,Yes,All Other,128087
2022/08/16 00:00:00+00,0945,1730,1 DESTINY USA DR,MV THEFT,,Of MV Parts/Accessories,128088
2022/08/16 00:00:00+00,1225,1225,1 DESTINY USA DR,LARCENY,,From Building,128089
2022/08/16 00:00:00+00,0141,0141,100 WOODBINE AV,AGGRAVATED ASSAULT,,,128090
2022/08/16 00:00:00+00,1200,1200,1000 JAMES ST,LARCENY,,All Other,128091
2022/08/16 00:00:00+00,1855,1855,1100 E  FAYETTE ST,MV THEFT,,Motor Vehicle,128092
2022/08/16 00:00:00+00,1118,0030,1500 FIRST NORTH ST,BURGLARY,,From Building,128093
2022/08/16 00:00:00+00,0335,0348,200 HIGHLAND ST,LARCENY,,Motor Vehicle,128094
2022/08/16 00:00:00+00,0300,0800,200 STRATFORD ST,BURGLARY,,All Other,128095
2022/08/16 00:00:00+00,2000,1020,2500 JAMES ST,BURGLARY,,From Building,128096
2022/08/16 00:00:00+00,2000,0745,400 BUTTERNUT ST,BURGLARY,,From Building,128097
2022/08/16 00:00:00+00,1130,1200,400 GIFFORD ST,LARCENY,,From Motor Vehicle,128098
2022/08/16 00:00:00+00,1140,1140,500 HIGHLAND ST,AGGRAVATED ASSAULT,,,128099
2022/08/16 00:00:00+00,0935,1136,600 DEMONG DR,LARCENY,,From Motor Vehicle,128100
2022/08/16 00:00:00+00,1400,1400,700 OAK ST,LARCENY,,All Other,128101
2022/08/16 00:00:00+00,2225,2228,700 UNIVERSITY AV,BURGLARY,Yes,From Building,128102
2022/08/16 00:00:00+00,0200,0800,800 OSTROM AV,BURGLARY,Yes,All Other,128103
2022/08/16 00:00:00+00,0205,0205,800 PARK AV,BURGLARY,,,128104
2022/08/16 00:00:00+00,2330,2345,900 TEALL,AGGRAVATED ASSAULT,Yes,,128105
2022/08/15 00:00:00+00,1000,1500,0 HARBORSIDE DR,MV THEFT,,Motor Vehicle,128106
2022/08/15 00:00:00+00,1714,1714,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,128107
2022/08/15 00:00:00+00,0500,0900,100 FAIRFIELD AV,BURGLARY,,From Building,128108
2022/08/15 00:00:00+00,0030,0130,100 N  BEECH ST,LARCENY,,From Motor Vehicle,128109
2022/08/15 00:00:00+00,1700,1730,100 OLIVE ST,LARCENY,,All Other,128110
2022/08/15 00:00:00+00,2344,2344,1100 OAK ST,LARCENY,,From Motor Vehicle,128111
2022/08/15 00:00:00+00,2105,2105,1900 ERIE BLVD E,MV THEFT,,Motor Vehicle,128112
2022/08/15 00:00:00+00,2129,2129,200 CARBON ST,ROBBERY,,Purse Snatch,128113
2022/08/15 00:00:00+00,0100,1200,200 EUCLID AV,BURGLARY,,From Building,128114
2022/08/15 00:00:00+00,2032,2032,300 GREENWOOD PL,LARCENY,,All Other,128115
2022/08/15 00:00:00+00,2202,2202,3300 S  SALINA ST,AGGRAVATED ASSAULT,,,128116
2022/08/15 00:00:00+00,2220,0000,400 CHERRY ST,LARCENY,,From Motor Vehicle,128117
2022/08/15 00:00:00+00,0000,0000,500 OSTROM AV,LARCENY,,Of Bicycle,128118
2022/08/15 00:00:00+00,0800,1700,500 PLYMOUTH DR,LARCENY,,All Other,128119
2022/08/15 00:00:00+00,1700,0800,600 S  CROUSE AV,LARCENY,,From Motor Vehicle,128120
2022/08/15 00:00:00+00,0850,0850,700 FIRST NORTH ST,LARCENY,Yes,,128121
2022/08/14 00:00:00+00,0618,0618,1 DESTINY USA DR,LARCENY,,,128122
2022/08/14 00:00:00+00,1814,1814,1 DESTINY USA DR,LARCENY,,Shoplifting,128123
2022/08/14 00:00:00+00,1315,0635,1 DESTINY USA DR,LARCENY,,All Other,128124
2022/08/14 00:00:00+00,2000,0630,100 CALEB AV,BURGLARY,,From Building,128125
2022/08/14 00:00:00+00,0751,0751,100 DICKERSON ST,AGGRAVATED ASSAULT,,,128126
2022/08/14 00:00:00+00,1859,1455,100 FERNWOOD AV,BURGLARY,,From Building,128127
2022/08/14 00:00:00+00,1200,1300,100 HIER AV,ROBBERY,,All Other,128128
2022/08/14 00:00:00+00,2357,0622,100 LAFAYETTE RD,LARCENY,,,128129
2022/08/14 00:00:00+00,0611,0611,100 ROXBURY RD,LARCENY,,,128130
2022/08/14 00:00:00+00,1300,1300,1000 PARK ST,AGGRAVATED ASSAULT,,,128131
2022/08/14 00:00:00+00,2001,2001,1200 BUTTERNUT ST,MV THEFT,,Motor Vehicle,128132
2022/08/14 00:00:00+00,0805,0632,1200 E  GENESEE ST,LARCENY,,All Other,128133
2022/08/14 00:00:00+00,0611,0611,1200 HARRISON ST,LARCENY,,,128134
2022/08/14 00:00:00+00,2030,2030,1200 WILLIS AV,MV THEFT,,Motor Vehicle,128135
2022/08/14 00:00:00+00,0332,0332,1600 N  SALINA ST,LARCENY,,All Other,128136
2022/08/14 00:00:00+00,1200,0623,1800 BELLEVUE AVE,LARCENY,,All Other,128137
2022/08/14 00:00:00+00,1120,1120,1900 ERIE BLVD E,LARCENY,,All Other,128138
2022/08/14 00:00:00+00,0100,0715,200 DORCHESTER AVE,LARCENY,,From Motor Vehicle,128139
2022/08/14 00:00:00+00,0100,0628,200 LAFAYETTE RD,LARCENY,,All Other,128140
2022/08/14 00:00:00+00,0616,0616,200 MARGUERITE AV,LARCENY,,,128141
2022/08/14 00:00:00+00,0610,0610,200 N  COLLINGWOOD AV,LARCENY,,,128142
2022/08/14 00:00:00+00,0602,0602,200 ROE AV,LARCENY,,,128143
2022/08/14 00:00:00+00,2300,2300,200 W  NEWELL ST,AGGRAVATED ASSAULT,,,128144
2022/08/14 00:00:00+00,0630,2250,2300 E  GENESEE ST,BURGLARY,,Motor Vehicle,128145
2022/08/14 00:00:00+00,0325,0335,2400 LODI ST,BURGLARY,,From Building,128146
2022/08/14 00:00:00+00,1500,1112,300 EUCLID,BURGLARY,,From Building,128147
2022/08/14 00:00:00+00,1515,0629,300 PROSPECT AVE,LARCENY,,All Other,128148
2022/08/14 00:00:00+00,0250,0250,300 S  CLINTON ST,AGGRAVATED ASSAULT,,,128149
2022/08/14 00:00:00+00,0200,1300,300 S  FRANKLIN ST,MV THEFT,,Motor Vehicle,128150
2022/08/14 00:00:00+00,1455,0627,400 SHONNARD ST,LARCENY,,All Other,128151
2022/08/14 00:00:00+00,0614,0614,500 CLARENDON ST,LARCENY,,,128152
2022/08/14 00:00:00+00,1750,0633,500 HARRISON ST,LARCENY,,All Other,128153
2022/08/14 00:00:00+00,0557,0557,500 HAWLEY AV,LARCENY,,,128154
2022/08/14 00:00:00+00,1315,0624,500 NORTHCLIFFE RD,LARCENY,,All Other,128155
2022/08/14 00:00:00+00,1345,1345,500 S  SALINA ST,AGGRAVATED ASSAULT,,,128156
2022/08/14 00:00:00+00,1614,1614,500 SOLAR ST,LARCENY,,From Motor Vehicle,128157
2022/08/14 00:00:00+00,1300,0635,500 SOLAR ST,LARCENY,,From Motor Vehicle,128158
2022/08/14 00:00:00+00,0620,0620,600 ACKERMAN AV,LARCENY,,,128159
2022/08/14 00:00:00+00,1530,2000,700 N  SALINA ST,BURGLARY,,From Building,128160
2022/08/14 00:00:00+00,0815,0634,800 ACKERMAN AVE,LARCENY,,From Motor Vehicle,128161
2022/08/14 00:00:00+00,1522,1522,800 COURT ST,LARCENY,,,128162
2022/08/14 00:00:00+00,1200,0627,800 LIVINGSTON AVE,LARCENY,,From Motor Vehicle,128163
2022/08/14 00:00:00+00,0617,0617,800 OSTROM AV,LARCENY,,,128164
2022/08/14 00:00:00+00,1200,1200,800 WOLF ST,MV THEFT,Yes,Of MV Parts/Accessories,128165
2022/08/14 00:00:00+00,2300,0621,900 ACKERMAN AV,LARCENY,,,128166
2022/08/14 00:00:00+00,0616,0616,900 LANCASTER AV,LARCENY,,,128167
2022/08/13 00:00:00+00,2233,2233,0 E  FAYETTE ST & WESTMORELAND AV,ROBBERY,,All Other,128168
2022/08/13 00:00:00+00,1325,1325,1 DESTINY USA DR,LARCENY,,Shoplifting,128169
2022/08/13 00:00:00+00,1757,1757,1 DESTINY USA DR,LARCENY,Yes,,128170
2022/08/13 00:00:00+00,1200,1700,100 CLIFTON PL,LARCENY,,All Other,128171
2022/08/13 00:00:00+00,1652,1652,100 N  GEDDES ST,AGGRAVATED ASSAULT,,,128172
2022/08/13 00:00:00+00,1200,1500,100 ORLANDO AV,ROBBERY,,Motor Vehicle,128173
2022/08/13 00:00:00+00,1242,1242,100 SWANSEA DR,LARCENY,,All Other,128174
2022/08/13 00:00:00+00,1615,1618,100 W  BEARD AV,ROBBERY,Yes,All Other,128175
2022/08/13 00:00:00+00,0532,0532,1200 EUCLID AV,BURGLARY,,All Other,128176
2022/08/13 00:00:00+00,0900,0900,1200 N  STATE ST,BURGLARY,Yes,From Building,128177
2022/08/13 00:00:00+00,1427,1427,1700 E  ERIE BLVD,LARCENY,,All Other,128178
2022/08/13 00:00:00+00,2100,0930,200 CAYUGA ST,MV THEFT,,Motor Vehicle,128179
2022/08/13 00:00:00+00,1447,1447,200 FITCH ST,AGGRAVATED ASSAULT,,,128180
2022/08/13 00:00:00+00,0356,0356,200 LAFAYETTE RD,LARCENY,,From Motor Vehicle,128181
2022/08/13 00:00:00+00,2331,2331,200 N  GEDDES ST,AGGRAVATED ASSAULT,Yes,,128182
2022/08/13 00:00:00+00,2200,0900,200 SENECA DR,LARCENY,,Of MV Parts/Accessories,128183
2022/08/13 00:00:00+00,2048,2048,300 BURT ST,LARCENY,Yes,All Other,128184
2022/08/13 00:00:00+00,2130,0700,400 N  FRANKLIN ST,LARCENY,,From Motor Vehicle,128185
2022/08/13 00:00:00+00,1819,1819,400 VAN BUREN ST,LARCENY,,,128186
2022/08/13 00:00:00+00,0414,0414,700 EUCLID AV,BURGLARY,,Motor Vehicle,128187
2022/08/13 00:00:00+00,0100,0500,700 EUCLID AV,BURGLARY,,From Building,128188
2022/08/13 00:00:00+00,1150,1210,700 N  SALINA ST,MV THEFT,,Motor Vehicle,128189
2022/08/13 00:00:00+00,2200,2300,700 S  SALINA ST,BURGLARY,,From Building,128190
2022/08/13 00:00:00+00,1928,1928,800 BURNET AV,AGGRAVATED ASSAULT,,,128191
2022/08/12 00:00:00+00,2035,2038,0 FORESTRY DR,LARCENY,,All Other,128192
2022/08/12 00:00:00+00,1230,1600,0 HARBORSIDE DR,MV THEFT,Yes,Motor Vehicle,128193
2022/08/12 00:00:00+00,1713,1713,1 DESTINY USA DR,ROBBERY,Yes,Shoplifting,128194
2022/08/12 00:00:00+00,1500,1100,100 CATHERINE ST,LARCENY,,All Other,128195
2022/08/12 00:00:00+00,2332,2332,100 OAK ST,AGGRAVATED ASSAULT,Yes,,128196
2022/08/12 00:00:00+00,0947,0947,100 OBERST ST,MV THEFT,,Motor Vehicle,128197
2022/08/12 00:00:00+00,1530,0730,1800 ERIE BLVD E,BURGLARY,,From Building,128198
2022/08/12 00:00:00+00,1315,1315,200 CARBON ST,ROBBERY,,Motor Vehicle,128199
2022/08/12 00:00:00+00,0430,0530,200 HARWOOD AV,MV THEFT,,Motor Vehicle,128200
2022/08/12 00:00:00+00,1300,1300,200 W  COLVIN ST,AGGRAVATED ASSAULT,,,128201
2022/08/12 00:00:00+00,2053,2053,2600 ERIE BLVD E,BURGLARY,Yes,From Building,128202
2022/08/12 00:00:00+00,1330,1337,300 FOBES AV,AGGRAVATED ASSAULT,Yes,,128203
2022/08/12 00:00:00+00,0000,0700,300 MARTIN ST,MV THEFT,Yes,Motor Vehicle,128204
2022/08/12 00:00:00+00,2300,0700,400 CHURCHILL,LARCENY,,From Motor Vehicle,128205
2022/08/12 00:00:00+00,1651,1651,500 OAKWOOD AV,MV THEFT,,Motor Vehicle,128206
2022/08/12 00:00:00+00,0206,0206,600 E  DIVISION ST,AGGRAVATED ASSAULT,,,128207
2022/08/12 00:00:00+00,0405,0405,600 SEELEY RD,LARCENY,,From Motor Vehicle,128208
2022/08/12 00:00:00+00,0013,0013,700 IRVING AV,AGGRAVATED ASSAULT,,,128209
2022/08/12 00:00:00+00,0345,0345,700 S  BEECH ST,BURGLARY,,,128210
2022/08/12 00:00:00+00,0239,0239,700 S  CROUSE AV,BURGLARY,,From Building,128211
2022/08/12 00:00:00+00,1606,1606,900 S  MCBRIDE ST,AGGRAVATED ASSAULT,Yes,,128212
2022/08/11 00:00:00+00,1900,0700,1 DESTINY USA DR,LARCENY,,From Building,128213
2022/08/11 00:00:00+00,1230,1230,1 DESTINY USA DR,LARCENY,,Shoplifting,128214
2022/08/11 00:00:00+00,1300,1300,100 DOROTHY ST,BURGLARY,,,128215
2022/08/11 00:00:00+00,1035,1035,100 HOLLAND ST,MV THEFT,,Motor Vehicle,128216
2022/08/11 00:00:00+00,2328,2328,1000 N  SALINA ST,AGGRAVATED ASSAULT,Yes,,128217
2022/08/11 00:00:00+00,1530,1630,1800 ERIE BLVD E,LARCENY,,All Other,128218
2022/08/11 00:00:00+00,2234,2234,200 WESTCOTT ST,LARCENY,,,128219
2022/08/11 00:00:00+00,0951,0956,2500 SOUTH AV,BURGLARY,Yes,From Building,128220
2022/08/11 00:00:00+00,0350,0350,300 BERKELEY DR,BURGLARY,,From Building,128221
2022/08/11 00:00:00+00,0350,0350,300 BERKELEY DR,BURGLARY,,From Building,128222
2022/08/11 00:00:00+00,0745,0755,400 W  ONONDAGA ST,AGGRAVATED ASSAULT,Yes,,128223
2022/08/11 00:00:00+00,1753,1753,500 S  SALINA ST,LARCENY,,All Other,128224
2022/08/11 00:00:00+00,0908,0908,500 WESTCOTT ST,ROBBERY,Yes,All Other,128225
2022/08/11 00:00:00+00,1200,1430,700 COUGHLIN AV,BURGLARY,,,128226
2022/08/11 00:00:00+00,1930,0800,700 DANFORTH ST,MV THEFT,,Of MV Parts/Accessories,128227
2022/08/11 00:00:00+00,0443,0443,800 POND ST,ROBBERY,,All Other,128228
2022/08/10 00:00:00+00,2300,0455,1 DESTINY USA DR,AGGRAVATED ASSAULT,Yes,All Other,128229
2022/08/10 00:00:00+00,1900,0550,100 DALE ST,LARCENY,,From Motor Vehicle,128230
2022/08/10 00:00:00+00,1905,1905,100 DUDLEY ST,AGGRAVATED ASSAULT,Yes,,128231
2022/08/10 00:00:00+00,1910,2350,100 HARRISON ST,LARCENY,,From Motor Vehicle,128232
2022/08/10 00:00:00+00,0027,0027,100 MATHER ST,AGGRAVATED ASSAULT,,,128233
2022/08/10 00:00:00+00,0100,0500,100 REDFIELD PL,BURGLARY,,All Other,128234
2022/08/10 00:00:00+00,1841,1841,100 SIMS DR,LARCENY,,Of Bicycle,128235
2022/08/10 00:00:00+00,0400,0400,100 SWANSEA DR,BURGLARY,,,128236
2022/08/10 00:00:00+00,0130,1115,100 WEISER CT,BURGLARY,,All Other,128237
2022/08/10 00:00:00+00,1600,1753,1000 AVERY AV,MV THEFT,,Motor Vehicle,128238
2022/08/10 00:00:00+00,0616,0616,1300 LODI ST,MV THEFT,Yes,Motor Vehicle,128239
2022/08/10 00:00:00+00,0923,0923,1600 ERIE BLVD E,ROBBERY,,All Other,128240
2022/08/10 00:00:00+00,1535,1539,1600 W  ONONDAGA ST,AGGRAVATED ASSAULT,Yes,,128241
2022/08/10 00:00:00+00,0015,0015,200 HALL AV,AGGRAVATED ASSAULT,,,128242
2022/08/10 00:00:00+00,0741,0741,200 LODI ST,LARCENY,,All Other,128243
2022/08/10 00:00:00+00,1204,1204,200 NICHOLS AV,BURGLARY,,,128244
2022/08/10 00:00:00+00,0200,1000,2000 E  GENESEE ST,BURGLARY,,All Other,128245
2022/08/10 00:00:00+00,1300,1300,2700 ERIE BLVD E,LARCENY,,,128246
2022/08/10 00:00:00+00,1256,1256,300 GIFFORD ST,LARCENY,,,128247
2022/08/10 00:00:00+00,0900,0900,3400 BURNET,MV THEFT,,Motor Vehicle,128248
2022/08/10 00:00:00+00,2255,2255,400 SENECA DR,AGGRAVATED ASSAULT,Yes,,128249
2022/08/10 00:00:00+00,0655,0655,500 BUTTERNUT ST,BURGLARY,,,128250
2022/08/10 00:00:00+00,1200,1200,500 S  MIDLER AV,LARCENY,,All Other,128251
