DATEEND,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,Attempt,ARREST,LARCENYCODE,OBJECTID
2017/03/28 04:00:00+00,700,700,500 BURNET AV,LARCENY,,,All Other,1
2017/04/09 04:00:00+00,1835,1835,400 ERIE BLVD E,LARCENY,,,All Other,2
2017/07/01 04:00:00+00,0,0,600 MADISON ST,LARCENY,,,All Other,3
2017/12/27 05:00:00+00,1,1,200 CLOVER RIDGE DR,LARCENY,,Yes,All Other,4
2017/12/29 05:00:00+00,3,3,700 EMERSON AV,LARCENY,,,All Other,5
2018/01/01 05:00:00+00,29,29,200 RICH ST,LARCENY,,,All Other,6
2018/01/01 05:00:00+00,105,105,100 HEADSON DR,LARCENY,,,All Other,7
2018/01/01 05:00:00+00,248,248,700 IRVING AV,ROBBERY,A,,All Other,8
2018/01/01 05:00:00+00,2230,2230,300 BURT ST,ROBBERY,,,All Other,9
2018/01/01 05:00:00+00,1635,1635,100 MAPLE TER,LARCENY,,,All Other,10
2018/01/02 05:00:00+00,845,845,500 WALNUT AV,LARCENY,,,All Other,11
2018/01/02 05:00:00+00,1700,1400,4300 S  SALINA ST,LARCENY,,,All Other,12
2018/01/02 05:00:00+00,1700,1700,1000 W  GENESEE ST,LARCENY,,,All Other,13
2018/01/02 05:00:00+00,1300,1300,200 LINCOLN AV,LARCENY,,,All Other,14
2018/01/03 05:00:00+00,0,1156,500 TOMPKINS ST,LARCENY,,,All Other,15
2018/01/03 05:00:00+00,1250,1254,1100 WILLIS AV,LARCENY,,Yes,All Other,16
2018/01/03 05:00:00+00,1311,1311,200 WINDING RIDGE RD,LARCENY,,,All Other,17
2018/01/03 05:00:00+00,1420,1420,1 DESTINY USA DR,LARCENY,,,All Other,18
2018/01/03 05:00:00+00,800,1200,100 GERTRUDE ST,LARCENY,,,All Other,19
2018/01/04 05:00:00+00,1441,1441,2700 E  GENESEE ST,LARCENY,,,All Other,20
2018/01/04 05:00:00+00,0,0,400 GRIFFITHS ST,LARCENY,,,All Other,21
2018/01/05 05:00:00+00,334,334,500 S  CROUSE AV,LARCENY,,,All Other,22
2018/01/05 05:00:00+00,621,900,200 N  STATE ST,LARCENY,,,All Other,23
2018/01/05 05:00:00+00,1143,1143,1100 S  SALINA ST,LARCENY,,,All Other,24
2018/01/05 05:00:00+00,1945,1945,400 ERIE BLVD E,ROBBERY,A,,All Other,25
2018/01/05 05:00:00+00,2000,2005,1 DESTINY USA DR,LARCENY,,,All Other,26
2018/01/05 05:00:00+00,1,2359,200 GRACE ST,LARCENY,,,All Other,27
2018/01/06 05:00:00+00,1040,1040,600 FIRST NORTH ST,ROBBERY,,,All Other,28
2018/01/06 05:00:00+00,1040,1040,600 FIRST NORTH ST,ROBBERY,A,,All Other,29
2018/01/06 05:00:00+00,1640,1640,100 JAMESVILLE AV,LARCENY,,,All Other,30
2018/01/06 05:00:00+00,0,1000,100 WIMAN AV,LARCENY,,,All Other,31
2018/01/07 05:00:00+00,100,100,100 CAMBRIDGE ST,LARCENY,,,All Other,32
2018/01/08 05:00:00+00,818,818,200 STRONG AV,LARCENY,,,All Other,33
2018/01/08 05:00:00+00,1210,1210,400 N  SALINA ST,ROBBERY,,,All Other,34
2018/01/08 05:00:00+00,2131,2131,700 FIRST NORTH ST,LARCENY,,Yes,All Other,35
2018/01/09 05:00:00+00,1310,1310,300 VALLEY DR,LARCENY,,,All Other,36
2018/01/09 05:00:00+00,1230,1200,100 N  GEDDES ST,LARCENY,,,All Other,37
2018/01/10 05:00:00+00,839,839,600 ROBINSON ST,LARCENY,,,All Other,38
2018/01/10 05:00:00+00,1130,1400,2400 GRANT BLVD,LARCENY,,,All Other,39
2018/01/10 05:00:00+00,1810,1810,700 FIRST NORTH ST,LARCENY,,Yes,All Other,40
2018/01/10 05:00:00+00,1300,1300,700 E  ADAMS ST,LARCENY,,,All Other,41
2018/01/11 05:00:00+00,2100,914,800 JAMES ST,LARCENY,,Yes,All Other,42
2018/01/11 05:00:00+00,1100,1100,300 HILLVIEW AV,LARCENY,,,All Other,43
2018/01/11 05:00:00+00,1700,1300,300 PEAT ST,LARCENY,,Yes,All Other,44
2018/01/11 05:00:00+00,1000,1419,1400 BURNET AV,BURGLARY,,,All Other,45
2018/01/11 05:00:00+00,1300,1400,100 SECOND NORTH ST,LARCENY,,,All Other,46
2018/01/12 05:00:00+00,1954,1954,200 FURMAN ST,ROBBERY,,,All Other,47
2018/01/12 05:00:00+00,1400,1640,1500 MIDLAND AV,LARCENY,,,All Other,48
2018/01/13 05:00:00+00,2305,2305,700 W  GENESEE ST,ROBBERY,,Yes,All Other,49
2018/01/13 05:00:00+00,1400,2330,300 DEWITT ST,BURGLARY,,,All Other,50
2018/03/01 05:00:00+00,1258,1258,200 MAGNOLIA ST,LARCENY,,,All Other,51
2018/03/01 05:00:00+00,1300,1310,600 WINTON ST,ROBBERY,,,All Other,52
2018/03/01 05:00:00+00,2211,2211,1 DESTINY USA DR,LARCENY,,Yes,All Other,53
2018/03/01 05:00:00+00,1200,1200,1 DESTINY USA DR,LARCENY,,,All Other,54
2018/03/02 05:00:00+00,200,400,200 W  JEFFERSON ST,LARCENY,,,All Other,55
2018/03/02 05:00:00+00,1053,1053,0 KINGSLEY PL,BURGLARY,,,All Other,56
2018/03/02 05:00:00+00,1900,1930,400 COURT ST,LARCENY,,,All Other,57
2018/03/03 05:00:00+00,200,200,200 MCCLENNAN AV,ROBBERY,,,All Other,58
2018/03/04 05:00:00+00,145,200,400 S  CLINTON ST,LARCENY,,,All Other,59
2018/03/05 05:00:00+00,1835,1835,2000 S  SALINA ST,LARCENY,,,All Other,60
2018/03/05 05:00:00+00,2242,2242,1000 BELLEVUE AV,BURGLARY,,,All Other,61
2018/03/06 05:00:00+00,1000,1900,1000 JAMES ST,LARCENY,,Yes,All Other,62
2018/03/06 05:00:00+00,1800,1930,1200 SOUTH AV,LARCENY,,,All Other,63
2018/03/07 05:00:00+00,1146,1146,1100 W  BELDEN AV,LARCENY,,,All Other,64
2018/03/07 05:00:00+00,0,0,400 VANN ST,LARCENY,,,All Other,65
2018/03/08 05:00:00+00,942,942,100 S  SALINA ST,LARCENY,,,All Other,66
2018/03/09 05:00:00+00,735,735,500 BUTTERNUT ST,LARCENY,,,All Other,67
2018/03/09 05:00:00+00,1400,1400,100 E  COLVIN ST,LARCENY,,,All Other,68
2018/03/09 05:00:00+00,1600,1600,100 POLK ST,LARCENY,,,All Other,69
2018/03/10 05:00:00+00,2100,2100,2500 ERIE BLVD E,LARCENY,,,All Other,70
2018/03/10 05:00:00+00,1451,1248,1800 E  FAYETTE ST,LARCENY,,,All Other,71
2018/03/10 05:00:00+00,2215,1230,500 WESTCOTT ST,LARCENY,,,All Other,72
2018/03/11 05:00:00+00,1000,1303,300 W  KENNEDY ST,LARCENY,,Yes,All Other,73
2018/03/11 05:00:00+00,1626,1626,200 KIRK AV,ROBBERY,,Yes,All Other,74
2018/03/11 05:00:00+00,500,1500,1200 SPRING ST,LARCENY,,,All Other,75
2018/03/11 05:00:00+00,2130,2130,100 OAK PL,ROBBERY,,Yes,All Other,76
2018/03/11 05:00:00+00,1800,1800,300 MAPLE ST,BURGLARY,,,All Other,77
2018/03/12 04:00:00+00,554,554,2400 S  STATE ST,BURGLARY,,,All Other,78
2018/03/12 04:00:00+00,1606,1606,2500 ERIE BLVD E,LARCENY,,,All Other,79
2018/03/13 04:00:00+00,559,559,200 N  MIDLER AV,LARCENY,,,All Other,80
2018/03/13 04:00:00+00,2017,2017,1000 PARK ST,LARCENY,,,All Other,81
2018/03/13 04:00:00+00,0,1600,600 S  WILBUR AV,LARCENY,,,All Other,82
2018/03/14 04:00:00+00,1042,1042,300 CLOVER RIDGE DR,LARCENY,,,All Other,83
2018/03/14 04:00:00+00,1931,1931,1 DESTINY USA DR,LARCENY,,,All Other,84
2018/03/14 04:00:00+00,2005,2005,400 GRANT BLVD,ROBBERY,,,All Other,85
2018/03/15 04:00:00+00,1228,1415,1000 S  SALINA ST,LARCENY,,,All Other,86
2018/03/16 04:00:00+00,933,933,800 N  SALINA ST,LARCENY,,,All Other,87
2018/03/16 04:00:00+00,2116,2116,300 W  KIRKPATRICK ST,LARCENY,,Yes,All Other,88
2018/03/16 04:00:00+00,2028,2028,1 DESTINY USA DR,LARCENY,,,All Other,89
2018/03/16 04:00:00+00,1800,1800,1 DESTINY USA DR,LARCENY,,Yes,All Other,90
2018/03/16 04:00:00+00,1101,1215,100 REMINGTON AV,LARCENY,,,All Other,91
2018/03/16 04:00:00+00,2000,2000,300 S  FRANKIN ST,LARCENY,,Yes,All Other,92
2018/03/17 04:00:00+00,1630,1930,1400 W  GENESEE ST,LARCENY,,,All Other,93
2018/03/18 04:00:00+00,50,50,1900 W  FAYETTE ST,LARCENY,,,All Other,94
2018/03/19 04:00:00+00,436,436,1900 SOUTH AV,BURGLARY,,,All Other,95
2018/03/19 04:00:00+00,1035,1035,100 REDFIELD PL,BURGLARY,,,All Other,96
2018/03/19 04:00:00+00,1146,1235,1100 WESTMORELAND AV,LARCENY,,,All Other,97
2018/03/19 04:00:00+00,1655,1655,200 KIRK AV,LARCENY,,Yes,All Other,98
2018/03/19 04:00:00+00,1755,1755,1 DESTINY USA DR,LARCENY,,,All Other,99
2018/03/19 04:00:00+00,2130,2130,1 DESTINY USA DR,LARCENY,,,All Other,100
2018/01/28 05:00:00+00,2018,2018,300 ROOSEVELT AV,ROBBERY,A,,All Other,101
2018/01/28 05:00:00+00,2020,2020,300 KENSINGTON PL,ROBBERY,,,All Other,102
2018/01/28 05:00:00+00,2205,2205,500 PACIFIC AV,LARCENY,,,All Other,103
2018/01/28 05:00:00+00,1330,1345,100 SOLAR ST,LARCENY,,,All Other,104
2018/01/29 05:00:00+00,1300,1300,1600 SPRING ST,LARCENY,,,All Other,105
2018/01/30 05:00:00+00,1218,1218,1000 S  GEDDES ST,LARCENY,,Yes,All Other,106
2018/01/30 05:00:00+00,1337,1337,100 SIMON DR,LARCENY,,,All Other,107
2018/01/30 05:00:00+00,1521,1521,100 GRAPE TER,LARCENY,,,All Other,108
2018/01/31 05:00:00+00,715,715,900 JAMES ST,LARCENY,,,All Other,109
2018/01/31 05:00:00+00,1900,730,600 VINE ST,LARCENY,,,All Other,110
2018/01/31 05:00:00+00,2053,2053,4700 ONONDAGA BLVD,ROBBERY,,,All Other,111
2018/02/01 05:00:00+00,403,403,3900 S  SALINA ST,ROBBERY,,Yes,All Other,112
2018/02/01 05:00:00+00,1019,1019,1000 COL EILEEN COLLINS BLVD,LARCENY,,,All Other,113
2018/02/01 05:00:00+00,1516,1516,200 VAN RENSSELAER ST,LARCENY,,,All Other,114
2018/02/01 05:00:00+00,0,0,600 WESTMORELAND AV,LARCENY,,,All Other,115
2018/02/02 05:00:00+00,1200,820,800 WOLF ST,LARCENY,,Yes,All Other,116
2018/02/02 05:00:00+00,1457,1457,300 W  FAYETTE ST,LARCENY,,,All Other,117
2018/02/02 05:00:00+00,1531,1531,300 S  CLINTON ST,LARCENY,,,All Other,118
2018/02/02 05:00:00+00,1541,1541,600 MONTGOMERY ST,LARCENY,A,Yes,All Other,119
2018/02/02 05:00:00+00,1700,1700,100 POLK ST,LARCENY,,,All Other,120
2018/02/02 05:00:00+00,1620,2010,400 LOOMIS AV,LARCENY,,,All Other,121
2018/02/03 05:00:00+00,2140,2200,1 DESTINY USA DR,LARCENY,,,All Other,122
2018/02/04 05:00:00+00,1100,1200,1600 COURT ST,LARCENY,,,All Other,123
2018/02/05 05:00:00+00,850,850,700 IRVING AV,ROBBERY,,,All Other,124
2018/02/05 05:00:00+00,1324,1324,200 CRADDOCK ST,BURGLARY,,,All Other,125
2018/02/05 05:00:00+00,2300,100,700 IRVING AV,LARCENY,,,All Other,126
2018/02/05 05:00:00+00,2125,2125,400 BUTTERNUT ST,LARCENY,,,All Other,127
2018/02/06 05:00:00+00,1459,1459,300 W  FAYETTE ST,LARCENY,,,All Other,128
2018/02/06 05:00:00+00,2216,2216,4100 E  GENESEE ST,LARCENY,,,All Other,129
2018/02/06 05:00:00+00,1720,1720,200 MILTON AV,LARCENY,,,All Other,130
2018/02/06 05:00:00+00,1600,1200,700 PARK ST,LARCENY,,,All Other,131
2018/02/07 05:00:00+00,2314,2314,100 KIRKPATRICK ST,LARCENY,,,All Other,132
2018/02/08 05:00:00+00,2350,1,100 CRYSLER ST,BURGLARY,,Yes,All Other,133
2018/02/08 05:00:00+00,1500,900,400 DURSTON AV,LARCENY,,,All Other,134
2018/02/08 05:00:00+00,1132,1132,200 WILLUMAE DR,BURGLARY,A,,All Other,135
2018/02/08 05:00:00+00,1325,1325,400 GRANT AV,BURGLARY,,,All Other,136
2018/02/08 05:00:00+00,1200,1200,100 VICTORIA PL,LARCENY,,,All Other,137
2018/02/10 05:00:00+00,1344,1344,300 WAVERLY AV,LARCENY,,,All Other,138
2018/02/10 05:00:00+00,1925,1925,700 SCHUYLER ST,ROBBERY,,,All Other,139
2018/02/10 05:00:00+00,2225,2225,1100 W  ONONDAGA ST,LARCENY,,,All Other,140
2018/02/11 05:00:00+00,1800,1200,300 LEXINGTON AV,LARCENY,,,All Other,141
2018/02/11 05:00:00+00,2255,355,0 CENTENNIAL DR,LARCENY,,,All Other,142
2018/02/12 05:00:00+00,1235,1235,500 ERIE BLVD W,LARCENY,,,All Other,143
2018/02/12 05:00:00+00,1450,1450,700 E  ADAMS ST,LARCENY,,,All Other,144
2018/02/12 05:00:00+00,2109,2109,2200 MIDLAND AV,ROBBERY,,,All Other,145
2018/02/13 05:00:00+00,257,257,1300 BUTTERNUT ST,LARCENY,,,All Other,146
2018/02/13 05:00:00+00,1400,900,600 CATHERINE ST,BURGLARY,,,All Other,147
2018/02/13 05:00:00+00,1430,1430,1100 S  GEDDES ST,ROBBERY,,,All Other,148
2018/02/14 05:00:00+00,425,425,900 E  BRIGHTON AV,LARCENY,,,All Other,149
2018/02/15 05:00:00+00,0,2339,100 HOPE AV,LARCENY,,,All Other,150
2018/02/16 05:00:00+00,1700,1700,600 TALLMAN ST,LARCENY,,,All Other,151
2018/02/16 05:00:00+00,900,1425,600 S  SALINA ST,LARCENY,,,All Other,152
2018/02/16 05:00:00+00,800,1600,500 S  SALINA ST,LARCENY,,,All Other,153
2018/02/17 05:00:00+00,540,540,500 BUTTERNUT ST,LARCENY,,Yes,All Other,154
2018/02/17 05:00:00+00,1943,1943,300 N  MIDLER AV,ROBBERY,,,All Other,155
2018/02/17 05:00:00+00,1915,1915,1300 S  SALINA ST,LARCENY,,Yes,All Other,156
2018/02/17 05:00:00+00,2126,2126,400 E  BRIGHTON AV,ROBBERY,A,,All Other,157
2018/02/17 05:00:00+00,1400,1403,700 BUTTERNUT ST,LARCENY,,,All Other,158
2018/02/18 05:00:00+00,10,19,100 GRIFFITHS ST,LARCENY,,Yes,All Other,159
2018/02/18 05:00:00+00,1029,1029,100 STEUBEN ST,LARCENY,,,All Other,160
2018/02/18 05:00:00+00,1815,1847,100 MOORE AV,LARCENY,,Yes,All Other,161
2018/02/19 05:00:00+00,929,929,200 BEECHER ST,LARCENY,,,All Other,162
2018/02/19 05:00:00+00,1055,1055,300 HAWLEY AV,LARCENY,,,All Other,163
2018/02/20 05:00:00+00,2106,2106,200 TOWERS LN,LARCENY,,,All Other,164
2018/02/20 05:00:00+00,1650,1730,100 MARSHALL ST,LARCENY,,,All Other,165
2018/02/21 05:00:00+00,1145,1145,800 EMERSON AV,LARCENY,,,All Other,166
2018/02/21 05:00:00+00,2245,2255,100 MARSHALL ST,LARCENY,,,All Other,167
2018/02/22 05:00:00+00,1123,1123,300 S  MIDLER AV,LARCENY,,,All Other,168
2018/02/22 05:00:00+00,1400,1400,700 JAMES ST,LARCENY,,,All Other,169
2018/02/22 05:00:00+00,1242,1400,100 WESTCOTT ST,LARCENY,,,All Other,170
2018/02/22 05:00:00+00,2204,2204,1000 WESTCOTT ST,LARCENY,,,All Other,171
2018/02/22 05:00:00+00,800,1500,200 STANDISH DR,LARCENY,,,All Other,172
2018/02/23 05:00:00+00,1600,955,1900 BELLEVUE AV,BURGLARY,,,All Other,173
2018/02/23 05:00:00+00,1041,1041,300 WALNUT PL,LARCENY,,,All Other,174
2018/02/23 05:00:00+00,1818,1818,0 PRESIDENTIAL PLZ,LARCENY,,,All Other,175
2018/02/23 05:00:00+00,1200,1200,800 N  SALINA ST,LARCENY,,Yes,All Other,176
2018/02/24 05:00:00+00,1330,1330,1 DESTINY USA DR,LARCENY,,,All Other,177
2018/02/24 05:00:00+00,2230,2230,1 DESTINY USA DR,ROBBERY,,,All Other,178
2018/02/25 05:00:00+00,1011,1011,200 MOORE AV,BURGLARY,,Yes,All Other,179
2018/02/25 05:00:00+00,1309,1309,400 S  CLINTON ST,ROBBERY,,,All Other,180
2018/02/25 05:00:00+00,1924,1924,1500 FIRST NORTH ST,LARCENY,,,All Other,181
2018/02/25 05:00:00+00,1944,1944,700 W  ONONDAGA ST,LARCENY,,,All Other,182
2018/02/25 05:00:00+00,1215,1300,600 COMSTOCK AV,BURGLARY,,,All Other,183
2018/02/26 05:00:00+00,1106,1106,300 S  SALINA ST,LARCENY,,Yes,All Other,184
2018/02/26 05:00:00+00,1200,1837,200 W  KENNEDY ST,LARCENY,,,All Other,185
2018/02/26 05:00:00+00,1200,1200,500 S  CLINTON ST,LARCENY,,,All Other,186
2018/02/26 05:00:00+00,900,900,4700 ONONDAGA BLVD,LARCENY,,,All Other,187
2018/02/27 05:00:00+00,939,939,600 PARK ST,ROBBERY,,,All Other,188
2018/02/27 05:00:00+00,1425,1425,900 JAMES ST,LARCENY,,,All Other,189
2018/02/27 05:00:00+00,1800,1800,100 WILSON ST,LARCENY,,Yes,All Other,190
2018/02/28 05:00:00+00,1320,1320,2900 JAMES ST,ROBBERY,,,All Other,191
2018/02/28 05:00:00+00,1449,1449,1300 DANFORTH ST,LARCENY,A,,All Other,192
2018/02/28 05:00:00+00,1600,1815,100 SOLAR ST,BURGLARY,,,All Other,193
2018/02/28 05:00:00+00,1828,1828,300 WESTCOTT ST,LARCENY,,,All Other,194
2018/02/28 05:00:00+00,2028,2028,100 W  SENECA TPKE,LARCENY,,,All Other,195
2018/02/28 05:00:00+00,2036,2036,0 KINGSLEY PL,LARCENY,,,All Other,196
2018/02/28 05:00:00+00,1300,1700,100 LEA LN,LARCENY,,,All Other,197
2018/02/28 05:00:00+00,1400,1400,2500 ERIE BLVD E,LARCENY,,,All Other,198
2018/03/01 05:00:00+00,517,517,800 HIGHLAND ST,LARCENY,,Yes,All Other,199
2018/03/01 05:00:00+00,1200,1200,200 ERIE ST,LARCENY,,,All Other,200
2018/04/09 04:00:00+00,2000,1600,100 OLIVE ST,LARCENY,,,All Other,201
2018/04/09 04:00:00+00,1245,245,100 WOLF ST,LARCENY,,,All Other,202
2018/04/10 04:00:00+00,1300,1530,200 COMSTOCK AV,LARCENY,,,All Other,203
2018/04/11 04:00:00+00,1300,1300,500 JAMES ST,LARCENY,,,All Other,204
2018/04/12 04:00:00+00,758,758,100 SMITH LN,LARCENY,,Yes,All Other,205
2018/04/12 04:00:00+00,1200,1200,500 S  CLINTON ST,BURGLARY,,,All Other,206
2018/04/12 04:00:00+00,2200,2200,600 PARK ST,LARCENY,,,All Other,207
2018/04/14 04:00:00+00,433,433,700 W  ONONDAGA ST,LARCENY,,,All Other,208
2018/04/14 04:00:00+00,1230,1240,1000 N  SALINA ST,ROBBERY,,Yes,All Other,209
2018/04/14 04:00:00+00,1730,1815,0 PRESIDENTIAL PLZ,LARCENY,,Yes,All Other,210
2018/04/14 04:00:00+00,655,2335,700 E  BRIGHTON AV,LARCENY,,,All Other,211
2018/04/14 04:00:00+00,1640,1640,100 LAFAYETTE RD,LARCENY,,,All Other,212
2018/04/14 04:00:00+00,2215,1215,400 WINTON ST,LARCENY,,,All Other,213
2018/04/15 04:00:00+00,200,200,900 PARK AV,LARCENY,,,All Other,214
2018/04/15 04:00:00+00,1230,1230,1100 CUMBERLAND AV,BURGLARY,,,All Other,215
2018/04/15 04:00:00+00,1827,1827,200 WARNER AV,ROBBERY,,,All Other,216
2018/04/15 04:00:00+00,1917,1917,500 S  STATE ST,LARCENY,,,All Other,217
2018/04/15 04:00:00+00,2030,1100,1000 BELLEVUE AV,LARCENY,,,All Other,218
2018/04/16 04:00:00+00,1050,1050,700 HAMILTON ST,BURGLARY,,,All Other,219
2018/04/16 04:00:00+00,1403,1403,300 E  WILLOW ST,LARCENY,,Yes,All Other,220
